GENE	TCGA-OR-A5J1	TCGA-OR-A5J2	TCGA-OR-A5J3
SPEG	54.7550	74.8893	90.0607
SPEM1	0.4803	0.4026	0.5925
SPEN	973.5831	2405.7165	776.1813
SPERT	0.4803	0.4026	0.0000
SPESP1	307.3583	4.8316	1.1850
SPG11	1471.1816	2056.6360	1113.3165
SPG20	2377.5216	3242.3825	1609.8356
SPG21	2708.9337	3394.5768	1204.5623
SPG7	2263.2085	888.2026	3147.9781
SPHAR	187.5985	103.2183	174.8245
SPHK1	32.8674	78.9478	18.2077
SPHK2	436.6330	431.2332	534.4927
SPHKAP	0.9606	0.0000	0.0000
SPI1	358.7896	87.3708	65.1755
SPIB	0.0000	0.8053	0.0000
SPIC	0.0000	0.0000	0.0000
SPIN1	2937.5600	2213.2592	1277.4404
SPIN2A	10.0865	3.6237	0.0000
SPIN2B	144.9280	100.0859	125.2140
SPIN3	280.4995	165.4811	170.0489
SPIN4	85.0144	101.8655	115.5384
SPINK13	106.5994	31.4052	59.0431
SPINK14	0.0000	0.0000	0.0000
SPINK1	0.0000	0.0000	1.7775
SPINK2	0.9606	0.0000	5.3325
SPINK4	0.4803	0.0000	0.0000
SPINK5	15.3698	0.8053	5.3325
SPINK6	4.3228	6.4421	18041.7716
SPINK7	0.0000	0.0000	7.1101
SPINK8	0.0000	0.0000	0.0000
SPINK9	0.0000	0.0000	0.0000
SPINLW1	0.0000	0.0000	0.0000
SPINT1	73.4870	175.1442	8.8876
SPINT2	92.2190	1989.7994	453.2662
SPINT3	0.0000	0.0000	0.0000
SPINT4	0.0000	0.0000	0.0000
SPIRE1	1267.0509	1658.4346	969.9304
SPIRE2	82.6129	52.7446	202.6366
SPNS1	1319.1547	1672.2689	1370.3037
SPNS2	108.9529	80.5945	184.2512
SPNS3	7.2046	2.8184	55.6955
SPN	21.6138	53.1472	7.1101
SPO11	0.0000	0.0000	0.0000
SPOCD1	0.4803	8.8579	12.4426
SPOCK1	1141.2104	12469.4630	6438.1573
SPOCK2	1522.5744	9623.6714	1086.0613
SPOCK3	1184.9183	0.4026	0.0000
SPON1	58.5975	309.6228	19.5527
SPON2	126.8012	161.0522	179.5290
SPOPL	222.3823	502.0801	314.0276
SPOP	1382.3247	783.5187	932.0101
SPP1	383.7656	300.7649	7331.0621
SPP2	0.0000	0.0000	0.0000
SPPL2A	417.3871	760.5688	474.5964
SPPL2B	1233.4294	1551.3349	2803.1403
SPPL3	1265.6100	2794.6575	1855.7251
SPRED1	1081.6523	886.1895	647.0153
SPRED2	714.2171	874.1106	564.6571
SPRED3	0.0000	1.2079	0.0000
SPRN	171.4697	190.4442	130.3511
SPRR1A	9.6061	70.0577	604.9474
SPRR1B	0.0000	1.2079	39.6978
SPRR2A	0.0000	1.6105	1.1850
SPRR2B	0.9606	2.4158	0.0000
SPRR2C	0.0000	0.0000	0.0000
SPRR2D	0.0000	53.1472	16.5901
SPRR2E	0.0000	0.4026	0.0000
SPRR2F	4.8031	17.3131	0.0000
SPRR2G	0.0000	0.0000	0.0000
SPRR3	0.0000	1.6105	34.3653
SPRR4	0.0000	2.4158	0.0000
SPRY1	233.9097	591.4640	334.7652
SPRY2	566.7627	305.1938	873.3521
SPRY3	125.8405	62.8103	218.0418
SPRY4	303.5543	2192.3224	2143.0899
SPRYD3	1361.6715	3241.5772	2518.1455
SPRYD4	428.9145	410.6830	482.2989
SPRYD5	0.0000	0.8053	0.5925
SPR	2687.8002	324.1175	882.8322
SPSB1	224.3036	191.6521	99.5408
SPSB2	225.7445	491.6117	263.6646
SPSB3	5199.8079	1924.5732	3145.0156
SPSB4	2.4015	19.7289	11.8501
SPTA1	0.0000	0.0000	0.0000
SPTAN1	6884.7262	8227.7519	4850.2444
SPTBN1	8465.4179	15065.6237	6916.3087
SPTBN2	766.5706	2044.5571	337.7277
SPTBN4	235.8309	51.1341	379.2031
SPTBN5	20.1729	37.5614	18.8831
SPTB	150.8165	10.4684	238.1869
SPTLC1	1176.7531	1969.2652	1523.3299
SPTLC2	776.6571	1981.3441	1435.6392
SPTLC3	121.0375	119.5812	156.4213
SPTY2D1	465.2930	783.8489	421.8634
SPZ1	0.0000	0.0000	0.0000
SQLE	8628.2421	2305.8642	18385.4244
SQRDL	115.7541	84.9550	155.2363
SQSTM1	15021.2152	17867.1139	14614.8896
SR140	1464.4573	3222.6536	1389.4238
SRA1	1567.2430	694.9400	2300.6962
SRBD1	246.3977	207.3546	271.9597
SRCAP	2448.1268	2771.7076	3040.1422
SRCIN1	8.1652	49.5235	24.2927
SRCRB4D	83.0932	155.4395	67.6166
SRC	1423.6311	2505.9715	1255.5177
SRD5A1	35.5427	161.8574	275.5147
SRD5A2	0.0000	0.8053	0.5925
SRD5A3	130.6436	238.7598	357.7485
SREBF1	7399.1354	2133.5384	5396.5338
SREBF2	6610.9510	7705.1377	9308.8431
SRFBP1	65.3218	239.1624	175.9739
SRF	846.7819	876.1237	725.8184
SRGAP1	321.3256	429.2040	629.2401
SRGAP2	1476.4649	3759.3599	709.8208
SRGAP3	49.4717	37.8473	120.8710
SRGN	1038.4246	1531.6060	1008.4432
SRI	1603.7464	989.2629	2015.1089
SRL	4.8031	8.0526	85.9132
SRMS	0.0000	4.8316	2.3700
SRM	1644.0922	531.8747	1891.2754
SRP14	9288.6647	2654.5421	4341.8753
SRP19	995.2978	515.6487	740.3525
SRP54	1230.5476	1030.7338	2224.8556
SRP68	1612.3919	1662.8635	1247.2226
SRP72	1081.6523	2385.5850	1157.7544
SRP9	8997.5985	5685.9463	4161.1613
SRPK1	611.9116	725.9426	673.6780
SRPK2	909.7022	1777.6131	1314.7682
SRPK3	7.5120	26.3038	88.7809
SRPRB	1722.3823	2042.1413	2771.1450
SRPR	6571.0855	5334.8526	3166.3457
SRPX2	5.7637	12.4815	77.0256
SRPX	35.0624	549.1878	1752.6292
SRRD	122.4784	151.3890	180.7140
SRRM1	1551.8732	1661.2530	1273.2928
SRRM2	7046.5898	13503.0152	15826.3961
SRRM3	767.5312	3048.3146	2767.5900
SRRM4	2.4015	159.0390	1.7775
SRRM5	46.0951	13.2143	31.4857
SRRT	2154.1787	1742.5843	2867.7233
SRR	66.8492	130.0496	233.6424
SRXN1	1971.6619	2717.7551	3902.2367
SRY	53.3141	0.0000	0.0000
SS18L1	706.0519	469.8697	362.6129
SS18L2	543.7080	228.6941	253.5921
SS18	2733.9097	2045.3624	1392.3863
SSBP1	1649.8559	847.9396	2255.0733
SSBP2	102.7858	201.7178	696.7857
SSBP3	2046.1095	441.6855	878.0921
SSBP4	2057.6369	434.8408	568.2121
SSB	2407.8338	1382.4193	1728.6269
SSC5D	18.7320	262.9176	321.7301
SSFA2	1641.6907	2594.5502	2439.9348
SSH1	936.1191	2024.0229	962.2278
SSH2	493.2757	269.7624	252.4071
SSH3	697.8866	676.8217	22.5152
SSNA1	1479.3468	563.6825	778.5513
SSPN	59.5581	1226.4122	340.0978
SSPO	8.6455	90.5918	88.8757
SSR1	3625.8405	3710.6416	2397.8670
SSR2	4339.5773	7315.7941	6913.9387
SSR3	2145.0528	6545.1595	3390.3125
SSR4	7976.4649	2524.8951	16484.0764
SSRP1	1757.4448	2461.6822	1938.6758
SSSCA1	706.5322	285.4649	246.4820
SSTR1	9.6061	26.5736	34.9578
SSTR2	29.2988	21.7420	14.8126
SSTR3	0.4803	2.4158	14.8126
SSTR4	0.0000	0.0000	0.0000
SSTR5	22.0941	2.8184	100.1333
SST	0.0000	0.0000	0.5925
SSU72	3702.2094	1438.5984	1824.9148
SSX1	0.0000	0.8053	0.0000
SSX2IP	131.1239	80.9287	251.8145
SSX2	0.0000	0.0000	0.0000
SSX3	0.0000	0.4026	0.0000
SSX4	0.0000	0.0000	0.0000
SSX5	0.0000	0.0000	0.0000
SSX6	0.0000	0.0000	0.5925
SSX7	0.0000	0.0000	0.0000
SSX8	0.0000	0.0000	0.0000
ST13	7178.1940	5547.4414	4463.9313
ST14	63.8809	102.2681	46.2154
ST18	0.0000	2.4158	7.7026
ST20	44.8271	31.8279	64.5415
ST3GAL1	3663.7848	1872.6339	2601.0961
ST3GAL2	730.5476	1376.9959	1135.2392
ST3GAL3	199.3276	478.3249	395.2007
ST3GAL4	2893.8521	1993.8257	1916.7531
ST3GAL5	7780.0192	3186.0142	4751.8886
ST3GAL6	365.9942	17.3131	190.7866
ST5	3902.4976	2038.5176	1139.3868
ST6GAL1	805.9558	2169.7751	377.4256
ST6GAL2	0.4803	7.6500	1.1850
ST6GALNAC1	1.9212	0.8053	0.0000
ST6GALNAC2	14.8895	15.3000	27.8477
ST6GALNAC3	20.6532	66.0314	33.1803
ST6GALNAC4	79.7310	292.3097	187.2315
ST6GALNAC5	92.2190	4.8316	174.1964
ST6GALNAC6	1115.2738	545.5642	1059.3986
ST7L	537.9443	200.5099	184.2690
ST7OT1	248.0355	78.3599	64.2631
ST7OT2	0.0000	0.0000	0.5925
ST7OT3	0.9654	2.0252	1.8012
ST7OT4	0.4803	2.0454	2.9625
ST7	766.8492	484.4771	1309.1394
ST8SIA1	88.3766	8.4552	27.2552
ST8SIA2	0.0000	0.0000	0.0000
ST8SIA3	0.0000	1.2079	0.0000
ST8SIA4	60.9990	62.4077	159.9763
ST8SIA5	3131.6042	834.2502	360.2429
ST8SIA6	0.0000	0.0000	0.0000
STAB1	1244.9568	929.2709	689.6756
STAB2	1.4409	2.4158	5.9250
STAC2	8.6455	6.8447	145.1637
STAC3	22.5744	8.3948	65.0867
STAC	22.5744	118.7760	60.4355
STAG1	347.2478	1341.2262	297.9351
STAG2	2146.0134	2192.3224	2112.2797
STAG3L1	31.2200	91.3971	69.9156
STAG3L2	35.5427	103.8786	31.9953
STAG3L3	150.0576	230.5502	240.3081
STAG3L4	1086.9356	917.5946	65.7680
STAG3	14.4236	197.5788	167.4893
STAM2	682.5168	984.4313	409.4208
STAMBPL1	502.4544	514.1590	198.4891
STAMBP	1123.9193	598.3088	344.8378
STAM	366.9549	1112.4678	540.9569
STAP1	4.8031	1.2079	0.0000
STAP2	12.4880	200.9126	210.3392
STARD10	802.1134	399.4093	1419.0490
STARD13	222.3823	516.5748	273.7372
STARD3NL	586.4553	650.2481	793.9565
STARD3	824.6878	1455.9115	1609.8356
STARD4	256.9645	539.5247	1093.1714
STARD5	14.4092	34.2236	59.8430
STARD6	0.0000	0.0000	0.0000
STARD7	2672.1566	2632.2807	2860.9273
STARD8	45.6292	161.8574	53.3254
STAR	45238.7128	12295.1240	105174.9370
STAT1	970.2209	1403.5695	1042.2160
STAT2	753.1220	1428.5326	1424.3816
STAT3	1977.9059	2609.8502	3786.6983
STAT4	12.0077	4.4289	2.9625
STAT5A	985.5908	1369.3459	419.4934
STAT5B	564.8415	1350.8249	1611.0206
STAT6	2391.4505	6227.8868	6440.5273
STATH	0.9606	0.0000	0.0000
STAU1	1902.4976	3797.6098	2073.1743
STAU2	724.7839	647.0270	677.8255
STBD1	703.1316	418.0833	938.2551
STC1	383.7656	2013.5546	4853.2069
STC2	50.9126	413.9040	2623.6113
STEAP1	2.8818	74.4866	13.0351
STEAP2	18.7320	126.4259	62.8055
STEAP3	121.0375	41.0683	1504.9622
STEAP4	99.9039	279.4255	5975.4111
STH	0.0000	0.0000	0.0000
STIL	117.6753	79.7208	133.9061
STIM1	1092.6993	1323.4461	718.7083
STIM2	589.3372	587.8404	388.0907
STIP1	8358.3093	5188.2951	3680.0474
STK10	338.6167	1094.7520	763.1462
STK11IP	1237.2719	618.4403	795.1415
STK11	1861.6715	1512.6824	2987.4093
STK16	803.0740	379.6805	370.9080
STK17A	489.9135	622.0639	537.9944
STK17B	509.6061	270.5676	178.3439
STK19	6872.7810	994.4809	1854.1964
STK24	1876.0807	3155.4143	1025.6258
STK25	2694.0442	2030.4650	1916.1606
STK31	1.4409	9.2605	7.7026
STK32A	1.4409	55.1604	36.1428
STK32B	13.4486	56.3683	15.4051
STK32C	86.4553	186.8205	53.3254
STK33	265.1297	268.1518	151.6812
STK35	953.4102	1317.0040	1162.4944
STK36	974.5437	427.5935	610.2800
STK38L	401.0567	578.5799	378.6106
STK38	451.4890	410.6830	537.4019
STK39	256.9645	186.8205	359.0579
STK3	309.7983	340.6253	284.4023
STK40	619.1162	1769.9632	708.0433
STK4	1895.2930	1314.1856	799.2890
STL	5.2834	6.0676	1.7775
STMN1	1491.8348	2373.5061	889.3497
STMN2	0.0000	6.4421	11.2576
STMN3	2046.1095	1015.8365	3596.5042
STMN4	1.4409	0.8053	1.1850
STOML1	909.7022	1526.7744	1396.5338
STOML2	1694.5245	1319.8224	2010.9613
STOML3	4.8031	0.0000	0.0000
STOM	10120.5572	4291.2346	7562.7314
STON1-GTF2A1L	0.0000	3.4586	0.0000
STON1	70.1249	143.9041	59.8430
STON2	20.6532	56.3683	7.1101
STOX1	17.7714	50.7314	49.7704
STOX2	21.6138	76.4998	21.3302
STRA13	355.9078	159.8443	246.4820
STRA6	21.1335	1592.4032	3.5550
STRA8	0.0000	0.0000	0.0000
STRADA	1054.2747	410.6830	48.5854
STRADB	1090.7781	554.4220	639.9052
STRAP	2525.9366	3939.7383	3600.0593
STRBP	149.8559	233.5256	380.3881
STRC	10.5668	2.8426	53.3254
STRN3	719.9808	693.3295	1041.6235
STRN4	1254.0826	2164.9436	1879.4253
STRN	31.2200	374.8489	81.1732
STS	85.0144	314.8570	479.9289
STT3A	1892.8915	4112.0641	3482.7433
STT3B	255.0432	6160.2449	703.8957
STUB1	3023.9721	2985.5204	4147.7352
STX10	483.1892	508.9248	414.1609
STX11	63.4006	59.9919	15.4051
STX12	933.2373	1226.4122	1253.1477
STX16	1706.5322	3094.6171	1597.3930
STX17	1172.9107	839.8870	744.7786
STX18	886.6475	469.4670	673.6780
STX19	1.4409	0.4026	0.5925
STX1A	33.6167	75.6945	96.5783
STX1B	8.6455	23.7552	39.1053
STX2	304.9952	500.4696	1001.3331
STX3	324.2075	1088.3099	412.9759
STX4	1128.7224	670.3796	1872.3152
STX5	1000.4803	687.2901	696.7857
STX6	802.1134	1338.3877	598.7498
STX7	1304.5149	1396.7248	1001.3331
STX8	511.0471	283.0492	308.1025
STXBP1	732.4688	1955.5758	1286.3280
STXBP2	131.1239	1356.8644	548.6595
STXBP3	718.0596	866.8632	671.3080
STXBP4	174.3516	94.6181	66.3605
STXBP5L	5.7637	4.8316	39.1053
STXBP5	442.8434	1456.8456	686.1206
STXBP6	12.0077	20.1315	20.1452
STYK1	0.4803	0.0000	0.0000
STYXL1	295.8694	477.5196	446.7486
STYX	196.9260	293.5176	282.6248
SUB1	1664.2651	2007.1125	4334.1727
SUCLA2	589.5149	1331.0558	676.7531
SUCLG1	1842.9395	1525.5665	1741.9642
SUCLG2	836.2152	1667.2924	1042.8085
SUCNR1	0.0000	62.8103	0.0000
SUDS3	990.3939	1562.6085	1272.1078
SUFU	304.9952	999.3286	615.6125
SUGT1L1	64.6350	58.7357	12.6915
SUGT1P1	8.1652	7.2473	11.2576
SUGT1	875.6004	256.8782	410.0133
SULF1	77.8098	692.1216	7.7026
SULF2	2213.2565	13769.5565	3764.7756
SULT1A1	3058.5975	692.1216	965.7828
SULT1A2	26.8972	5.2342	35.5503
SULT1A3	701.1912	198.7102	1349.2283
SULT1B1	2.8818	2.4158	3.5550
SULT1C2	0.4803	0.8053	2.3700
SULT1C3	0.0000	0.0000	0.0000
SULT1C4	3.3622	24.9631	5.9250
SULT1E1	2.8818	21.3394	228.1144
SULT2A1	4363.5927	728.3584	10790.1052
SULT2B1	1.4409	1.2079	1.1850
SULT4A1	1.9212	17.3131	196.1191
SULT6B1	0.0000	0.0000	0.0000
SUMF1	676.2728	1545.6980	500.6666
SUMF2	1337.6561	6277.4103	4757.2212
SUMO1P1	0.0000	0.0000	0.0000
SUMO1P3	196.9260	129.2444	138.0536
SUMO1	2906.8204	1478.4588	1959.4134
SUMO2	3664.2651	2085.6254	1875.8702
SUMO3	1226.7051	2784.9944	2448.2299
SUMO4	1.4409	0.8053	0.0000
SUN1	3868.3141	3815.5832	2194.0750
SUN2	865.9942	3090.1882	1619.3157
SUN3	0.4803	0.0000	0.0000
SUN5	0.0000	0.0000	0.0000
SUOX	635.4467	1232.4516	1551.1776
SUPT16H	1474.0634	2470.5400	3335.8021
SUPT3H	350.1441	84.9550	132.1286
SUPT4H1	1218.0548	1157.9006	1876.9842
SUPT5H	4453.4102	3370.4189	5200.4148
SUPT6H	2167.6273	2836.1284	2915.1237
SUPT7L	1327.5696	889.4105	1033.3284
SUPV3L1	434.1979	1400.7511	593.6898
SURF1	2971.6619	686.0822	696.7857
SURF2	520.1729	246.4098	268.9972
SURF4	3060.5187	7819.4847	8034.3653
SURF6	1931.7963	1004.5628	764.9237
SUSD1	268.0115	196.4836	15.4051
SUSD2	57.6369	105.4892	55.6955
SUSD3	73.4870	326.1306	2.3700
SUSD4	4.8031	10.0658	58.6580
SUSD5	51.8732	50.3288	45.0304
SUV39H1	302.5937	146.5575	273.7372
SUV39H2	91.7387	157.8311	101.9108
SUV420H1	924.5917	1357.6697	624.5001
SUV420H2	174.3516	78.5129	384.5356
SUZ12P	191.6427	118.3733	46.8079
SUZ12	809.7983	1553.7507	617.3900
SV2A	966.3785	8745.1319	20.7377
SV2B	627.7618	351.8990	385.1281
SV2C	7.2046	157.4285	3.5550
SVEP1	11.0471	29.3920	12.4426
SVIL	67.8626	717.0082	126.3339
SVIP	314.1210	388.1357	267.8122
SVOPL	10.5668	193.6652	1.1850
SVOP	0.0000	0.0000	0.0000
SWAP70	473.5831	725.5400	597.8374
SYAP1	2920.7493	1492.9535	2044.7341
SYBU	288.1844	1167.6120	2124.1298
SYCE1L	10.0865	1.2119	1.7775
SYCE1	1.0134	0.0000	1.9256
SYCE2	7.2046	13.6894	15.9976
SYCN	0.0000	0.0000	0.0000
SYCP1	0.0000	0.0000	0.0000
SYCP2L	0.0000	0.4026	11.2576
SYCP2	18.2517	12.0789	2.9625
SYCP3	0.0000	0.0000	0.0000
SYDE1	625.3602	1359.2802	910.6799
SYDE2	34.5821	23.7552	21.3302
SYF2	1561.4793	961.4814	1014.3682
SYK	92.6993	66.0314	28.4402
SYMPK	1059.5581	1678.9687	2630.7214
SYN1	24.9760	85.3576	356.6879
SYN2	18.2517	4.4289	23.1077
SYN3	7.2046	1.2079	21.3302
SYNCRIP	3082.1326	2962.1517	2570.2859
SYNC	2005.2738	177.5197	75.3370
SYNE1	8732.4688	1009.3944	1526.8849
SYNE2	2246.3977	792.7792	1619.3157
SYNGAP1	1865.9942	678.0296	297.4374
SYNGR1	276.2248	186.8406	201.4516
SYNGR2	1131.6042	1220.7753	1673.8261
SYNGR3	0.4803	5.6368	101.9108
SYNGR4	2.4015	1.2079	0.5925
SYNJ1	303.5543	327.3385	461.5613
SYNJ2BP	1081.1720	750.9057	1299.3631
SYNJ2	28.8184	275.8018	287.3648
SYNM	438.5207	1109.6493	790.4014
SYNPO2L	0.4803	3.6237	3.5550
SYNPO2	83.0932	252.8519	117.3160
SYNPO	2145.0528	2176.6199	4980.5955
SYNPR	0.9606	0.0000	0.0000
SYNRG	794.9087	1083.0757	805.2140
SYPL1	2400.5764	4463.1578	3828.1736
SYPL2	1046.1095	210.9783	80.5807
SYP	408.7416	118.7760	5436.8242
SYS1-DBNDD2	23.3381	31.9407	103.9016
SYS1	1105.3266	1465.3894	722.2337
SYT10	0.4803	0.0000	0.0000
SYT11	83.0932	1490.9403	42.0678
SYT12	236.3112	24.1578	33.7728
SYT13	1.4409	2565.9634	5.3325
SYT14L	0.0000	0.0000	0.0000
SYT14	28.8184	14.4947	43.2529
SYT15	24.9760	39.8604	15.9976
SYT16	0.0000	0.4026	0.5925
SYT17	2.8818	4.8316	207.9692
SYT1	146.4938	19.3263	1.1850
SYT2	5.7637	2.8184	4.1475
SYT3	1.9212	6.0395	107.8359
SYT4	0.0000	0.4026	0.5925
SYT5	2.8818	1.2079	90.6532
SYT6	1.9212	0.4026	0.0000
SYT7	20.6532	453.3618	11755.2955
SYT8	3059.0778	8359.4120	7.1101
SYT9	569.6446	5.6368	8.2951
SYTL1	16.3305	10.0658	5.3325
SYTL2	804.5149	3850.7570	1521.5524
SYTL3	48.5110	10.4684	52.7329
SYTL4	189.2411	45.4972	109.0209
SYTL5	8.6455	25.3657	357.8729
SYVN1	2678.6744	2923.4992	5087.8388
TAAR1	0.0000	0.4026	1.1850
TAAR2	0.0000	0.0000	0.0000
TAAR5	0.0000	0.0000	0.0000
TAAR6	0.0000	0.0000	0.0000
TAAR8	0.0000	0.0000	0.0000
TAAR9	0.0000	0.0000	0.0000
TAB1	520.6052	596.6781	476.3739
TAB2	1826.6090	2630.7869	904.1623
TAB3	1574.9280	1171.6544	784.4764
TAC1	1.4409	7.6500	8.8876
TAC3	0.0000	0.0000	0.0000
TAC4	0.0000	1.2079	1.1850
TACC1	1447.1662	2403.7034	555.7695
TACC2	533.1412	1906.4549	548.0670
TACC3	286.7435	373.2384	334.1727
TACO1	409.2219	347.8727	449.1186
TACR1	13.4486	12.0789	0.5925
TACR2	7.2046	128.8417	53.9179
TACR3	0.0000	0.0000	0.0000
TACSTD2	26.4169	67.2393	31.9953
TADA1	322.2863	349.4832	168.2714
TADA2A	106.6282	101.4629	95.9858
TADA2B	2100.8646	1268.2857	1499.6297
TADA3	4676.9837	2961.6323	1898.3854
TAF10	1810.2786	846.7317	927.2700
TAF11	640.7301	437.2566	373.2780
TAF12	212.7762	226.6809	392.8307
TAF13	37.4640	108.3076	155.8288
TAF15	2512.9683	1698.6976	3037.1797
TAF1A	37.9443	119.9839	39.1053
TAF1B	136.8876	115.9576	163.5313
TAF1C	1406.8204	978.7945	1670.2711
TAF1D	297.3439	570.0964	296.8390
TAF1L	8.6455	32.6131	27.8477
TAF1	545.6292	1100.7915	1440.3792
TAF2	261.7675	510.9380	484.6689
TAF3	141.2104	414.7093	154.0513
TAF4B	100.3842	101.8655	139.8311
TAF4	803.0740	657.4954	298.0299
TAF5L	259.3660	540.7326	305.7325
TAF5	144.0922	107.0997	49.7704
TAF6L	795.8694	347.8727	296.8449
TAF6	2486.5514	2695.2078	1480.0770
TAF7L	0.0000	1.6105	39.6978
TAF7	3672.4304	2636.8264	5206.3398
TAF8	532.1806	320.0912	449.1186
TAF9B	585.0144	483.5591	1037.4759
TAF9	1366.9549	1399.1406	1711.7464
TAGAP	44.1883	71.2656	30.2177
TAGLN2	3394.3324	7625.0142	6940.0089
TAGLN3	4.3228	6.0395	0.0000
TAGLN	2499.5197	1848.0735	897.6448
TAL1	88.3766	86.9682	11.8501
TAL2	0.9606	0.0000	0.5925
TALDO1	2802.5937	853.1738	1659.6060
TANC1	351.5850	745.2688	598.4299
TANC2	341.0183	2257.1459	600.2074
TANK	645.0528	649.4428	766.1087
TAOK1	113.8329	566.5010	72.2856
TAOK2	2230.5476	1914.9101	4857.3545
TAOK3	939.0010	1358.4749	543.9194
TAP1	564.8415	489.1959	1080.1363
TAP2	378.4822	395.3830	971.1154
TAPBPL	300.7109	640.6494	828.9202
TAPBP	6516.3305	3056.3672	3749.9630
TAPT1	1087.4159	1847.6708	1001.3331
TARBP1	143.1316	224.6678	231.0769
TARBP2	843.4198	984.4313	645.2377
TARDBP	3282.9011	2293.3827	2483.1877
TARM1	0.0000	0.0000	0.0000
TARP	3.8425	10.8710	5.3325
TARS2	673.8713	1223.5937	695.6007
TARSL2	286.7435	139.3101	293.2899
TARS	1227.1854	2667.0237	2512.2204
TAS1R1	25.9366	6.4421	72.2856
TAS1R2	0.4803	1.2079	0.5925
TAS1R3	4.8031	106.2944	130.3511
TAS2R10	5.2834	0.4026	1.7775
TAS2R13	1.4409	0.8053	0.5925
TAS2R14	45.1681	11.6521	13.0884
TAS2R16	0.0000	0.0000	0.0000
TAS2R19	15.8501	9.2605	3.5550
TAS2R1	0.0000	0.0000	0.0000
TAS2R20	81.6523	35.4315	14.8126
TAS2R30	0.0000	0.4026	0.0000
TAS2R31	5.7637	17.7157	2.3700
TAS2R38	0.0000	0.0000	0.0000
TAS2R39	0.0000	0.4026	0.0000
TAS2R3	0.0000	0.0000	0.0000
TAS2R40	0.0000	0.0000	0.0000
TAS2R41	0.0000	0.0000	0.0000
TAS2R42	0.4803	0.4026	0.0000
TAS2R43	0.0000	3.2210	1.1850
TAS2R46	0.4803	1.6105	0.0000
TAS2R4	0.4803	2.0132	0.0000
TAS2R50	0.0000	0.4026	0.5925
TAS2R5	4.8031	5.6368	7.7026
TAS2R60	0.0000	0.8053	0.0000
TAS2R7	0.0000	0.0000	0.5925
TAS2R8	0.0000	0.0000	0.5925
TAS2R9	0.0000	0.0000	0.0000
TASP1	176.2728	176.7547	55.1029
TATDN1	190.2017	239.1624	214.4867
TATDN2	1336.2152	2384.3771	877.4996
TATDN3	407.7810	469.4670	367.9455
TAT	5.7637	0.4026	4.1475
TAX1BP1	4036.0231	6176.7527	8380.3881
TAX1BP3	3640.3170	3775.0504	2712.8603
TAZ	897.6945	472.8209	494.7415
TBC1D10A	161.8204	473.4813	688.2832
TBC1D10B	1728.6263	1577.5058	2924.0113
TBC1D10C	16.3305	15.7026	8.2951
TBC1D12	282.4207	276.6071	239.3719
TBC1D13	1403.4582	1355.6565	1264.4053
TBC1D14	3102.3055	2419.0033	2710.1170
TBC1D15	684.4380	1794.1210	1434.4542
TBC1D16	69.1643	824.1844	154.6438
TBC1D17	1185.3842	1039.2615	2216.4835
TBC1D19	125.8405	167.8969	245.2970
TBC1D1	445.2450	575.7614	293.2899
TBC1D20	1675.3122	1368.9433	2116.4272
TBC1D21	0.0000	0.0000	0.0000
TBC1D22A	123.9193	345.0542	376.8331
TBC1D22B	600.5668	449.1342	470.6562
TBC1D23	643.6119	1083.0757	686.1206
TBC1D24	73.6599	164.6758	466.5738
TBC1D25	486.0711	564.8904	682.5655
TBC1D26	0.0000	0.4026	0.5925
TBC1D28	0.0000	0.0000	0.0000
TBC1D29	0.0000	0.0000	0.5925
TBC1D2B	902.4976	1569.0506	1292.8455
TBC1D2	143.6119	217.8230	192.5641
TBC1D3B	349.1835	19.7289	132.7211
TBC1D3C	83.5735	6.0395	36.7353
TBC1D3G	0.0000	1.6105	0.0000
TBC1D3H	14.8895	1.2079	13.0351
TBC1D3P2	0.0000	0.0000	0.0000
TBC1D3	605.6676	88.8605	220.1511
TBC1D4	6325.1681	846.3291	2842.8381
TBC1D5	614.3132	3031.8068	903.5698
TBC1D7	451.4890	157.8311	284.4023
TBC1D8B	513.4486	523.4195	1580.8028
TBC1D8	520.1729	271.3729	548.0670
TBC1D9B	2941.8828	3081.7330	8128.5735
TBC1D9	536.5034	946.5840	284.4023
TBCA	1394.8127	1324.2513	2515.7754
TBCB	3576.0663	1263.9051	2862.6633
TBCCD1	224.7839	278.2176	256.5546
TBCC	476.9452	307.6096	451.4887
TBCD	1391.8636	1536.7637	1076.5161
TBCEL	221.4217	528.2511	251.2220
TBCE	501.6811	579.5301	371.3998
TBCK	520.0432	261.0696	277.8966
TBK1	1060.0384	1418.8695	924.9000
TBKBP1	1411.6234	472.6881	414.1609
TBL1XR1	2952.9299	6181.9869	1264.4053
TBL1X	1014.8895	702.9927	2278.1810
TBL1Y	0.0000	0.0000	0.0000
TBL2	520.6532	1341.1618	3038.9572
TBL3	1353.0259	750.9057	1659.0135
TBPL1	207.0125	206.5494	111.3909
TBPL2	0.0000	0.0000	1.1850
TBP	226.2248	259.6966	260.1096
TBR1	0.0000	0.4026	0.5925
TBRG1	1048.5110	724.3321	914.0394
TBRG4	1517.7714	2096.4964	1985.4836
TBX10	0.0000	0.4026	0.0000
TBX15	8.1652	6.8447	16.5901
TBX18	8.1652	43.8867	5.3325
TBX19	58.5975	21.7420	21.3302
TBX1	43.7080	2.8184	3.5550
